ml_1,mAU_1,ml_2,mAU_2
30.391499,0.306972,30.391706,0.379738
30.392122,0.307853,30.39233,0.379497
30.392748,0.307888,30.392956,0.380001
30.393372,0.306748,30.393579,0.379816
30.393997,0.306163,30.394205,0.380034
30.394621,0.306523,30.394829,0.380752
30.395245,0.306361,30.395452,0.380732
30.39587,0.306407,30.396078,0.380154
30.396494,0.306843,30.396702,0.379953
30.39712,0.306352,30.397327,0.379031
30.397743,0.306209,30.397951,0.378103
30.398369,0.305882,30.398577,0.378351
30.398993,0.306245,30.3992,0.378125
30.399618,0.306274,30.399824,0.378241
30.400242,0.30666,30.40045,0.37724
30.400866,0.307118,30.401073,0.376825
30.401491,0.307429,30.401699,0.37677
30.402115,0.308134,30.402323,0.375775
30.40274,0.307567,30.402948,0.37528
30.403364,0.30781,30.403572,0.374039
30.40399,0.307251,30.404198,0.373518
30.404613,0.307293,30.404821,0.373685
30.405237,0.307418,30.405445,0.373982
30.405863,0.308239,30.406071,0.37387
30.406487,0.308383,30.406694,0.373684
30.407112,0.30877,30.40732,0.373708
30.407736,0.308812,30.407944,0.374149
30.408361,0.308248,30.408569,0.374019
30.408985,0.308092,30.409193,0.373918
30.409611,0.308102,30.409819,0.373612
30.410234,0.308738,30.410442,0.374355
30.410858,0.308919,30.411066,0.375016
30.411484,0.309616,30.411692,0.375312
30.412107,0.30965,30.412315,0.375658
30.412733,0.309694,30.412941,0.375146
30.413357,0.310491,30.413565,0.375398
30.413982,0.310783,30.41419,0.375591
30.414606,0.310608,30.414814,0.376072
30.415232,0.310475,30.41544,0.376075
30.415855,0.310714,30.416063,0.375777
30.416479,0.31063,30.416687,0.375286
30.417105,0.310379,30.417313,0.374642
30.417728,0.310606,30.417936,0.374575
30.418354,0.311187,30.418562,0.374883
30.418978,0.311551,30.419186,0.374778
30.419603,0.310876,30.419811,0.374111
30.420227,0.309355,30.420435,0.374104
30.420853,0.309724,30.421061,0.373756
30.421476,0.309449,30.421684,0.372679
30.4221,0.310155,30.422308,0.372192
30.422726,0.309783,30.422934,0.373186
30.423349,0.309643,30.423557,0.373602
30.423975,0.310097,30.424183,0.37358
30.424599,0.311056,30.424807,0.37453
30.425224,0.312148,30.425432,0.374481
30.425848,0.311487,30.426056,0.373424
30.426472,0.311819,30.42668,0.373705
30.427097,0.31246,30.427305,0.373025
30.427721,0.311951,30.427929,0.372704
30.428347,0.31254,30.428555,0.372414
30.42897,0.312979,30.429178,0.372916
30.429596,0.313327,30.429804,0.372241
30.43022,0.313325,30.430428,0.372618
30.430845,0.31323,30.431053,0.37238
30.431469,0.31283,30.431677,0.37324
30.432093,0.31255,30.432301,0.373512
30.432718,0.313215,30.432926,0.372977
30.433342,0.312314,30.43355,0.374137
30.433968,0.311886,30.434175,0.37385
30.434591,0.31217,30.434799,0.374667
30.435217,0.311621,30.435425,0.374879
30.435841,0.311094,30.436049,0.373918
30.436466,0.31096,30.436674,0.372752
30.43709,0.310755,30.437298,0.372683
30.437714,0.311323,30.437922,0.373233
30.438339,0.312202,30.438547,0.372429
30.438963,0.311872,30.439171,0.371722
30.439589,0.312119,30.439796,0.37209
30.440212,0.312673,30.44042,0.371999
30.440838,0.312957,30.441046,0.372949
30.441462,0.312273,30.441669,0.373286
30.442087,0.312341,30.442295,0.372625
30.442711,0.312555,30.442919,0.372596
30.443335,0.31245,30.443542,0.371815
30.44396,0.311815,30.444168,0.372048
30.444584,0.311145,30.444792,0.371306
30.44521,0.310514,30.445417,0.372369
30.445833,0.310158,30.446041,0.372282
30.446459,0.310236,30.446667,0.372142
30.447083,0.311003,30.44729,0.371109
30.447706,0.310774,30.447916,0.370562
30.448332,0.310213,30.44854,0.370528
30.448956,0.310278,30.449163,0.37016
30.449581,0.310495,30.449789,0.369197
30.450205,0.309901,30.450413,0.369046
30.45083,0.310283,30.451038,0.368957
30.451454,0.311193,30.451662,0.368329
30.45208,0.311965,30.452288,0.368476
30.452703,0.311826,30.452911,0.368844
30.453327,0.31167,30.453537,0.369427
30.453953,0.312052,30.454161,0.368906
30.454576,0.311785,30.454784,0.368215
30.455202,0.31211,30.45541,0.367861
30.455826,0.312042,30.456034,0.367824
30.456451,0.312266,30.456659,0.368274
30.457075,0.312419,30.457283,0.369093
30.457701,0.312626,30.457909,0.368747
30.458324,0.31224,30.458532,0.368826
30.458948,0.312676,30.459156,0.368556
30.459574,0.312781,30.459782,0.367834
30.460197,0.312172,30.460405,0.367404
30.460823,0.311767,30.461031,0.367525
30.461447,0.310576,30.461655,0.367361
30.462072,0.310233,30.46228,0.366908
30.462696,0.310504,30.462904,0.367264
30.46332,0.310699,30.46353,0.367132
30.463945,0.310271,30.464153,0.366993
30.464569,0.3104,30.464777,0.366422
30.465195,0.311388,30.465403,0.365966
30.465818,0.311225,30.466026,0.365628
30.466444,0.312046,30.466652,0.364999
30.467068,0.312187,30.467276,0.365581
30.467693,0.312484,30.467901,0.365511
30.468317,0.312748,30.468525,0.36492
30.468941,0.312216,30.469151,0.364493
30.469566,0.311452,30.469774,0.365168
30.47019,0.312513,30.470398,0.365251
30.470816,0.31247,30.471024,0.364593
30.471439,0.312185,30.471647,0.364502
30.472065,0.312395,30.472273,0.363478
30.472689,0.313431,30.472897,0.362128
30.473314,0.313833,30.473522,0.361719
30.473938,0.313556,30.474146,0.361909
30.474562,0.313069,30.474771,0.361684
30.475187,0.313477,30.475395,0.361596
30.475811,0.313837,30.476019,0.361158
30.476437,0.314142,30.476645,0.359923
30.47706,0.313804,30.477268,0.359552
30.477686,0.312942,30.477894,0.359437
30.47831,0.312466,30.478518,0.359508
30.478935,0.31351,30.479143,0.359913
30.479559,0.313721,30.479767,0.36052
30.480183,0.31396,30.480392,0.360528
30.480808,0.314772,30.481016,0.36131
30.481432,0.314887,30.48164,0.361082
30.482058,0.314501,30.482265,0.361788
30.482681,0.313901,30.482889,0.362605
30.483307,0.312786,30.483515,0.362887
30.483931,0.312511,30.484138,0.36304
30.484554,0.311785,30.484764,0.362645
30.48518,0.311683,30.485388,0.362715
30.485804,0.312424,30.486012,0.36357
30.486429,0.312865,30.486637,0.36378
30.487053,0.313248,30.487261,0.363546
30.487679,0.313049,30.487886,0.363196
30.488302,0.313322,30.48851,0.36182
30.488928,0.313305,30.489136,0.36131
30.489552,0.312252,30.489759,0.360996
30.490175,0.312335,30.490385,0.361271
30.490801,0.311989,30.491009,0.3627
30.491425,0.312082,30.491632,0.363605
30.49205,0.31231,30.492258,0.364587
30.492674,0.313044,30.492882,0.363669
30.493299,0.312917,30.493507,0.363959
30.493923,0.312588,30.494131,0.363643
30.494549,0.312539,30.494757,0.364205
30.495173,0.31263,30.49538,0.364425
30.495796,0.312867,30.496006,0.364291
30.496422,0.312599,30.49663,0.364156
30.497046,0.312384,30.497253,0.364015
30.497671,0.313004,30.497879,0.364636
30.498295,0.312722,30.498503,0.364277
30.49892,0.31198,30.499128,0.364242
30.499544,0.310392,30.499752,0.365361
30.50017,0.311154,30.500378,0.365436
30.500793,0.311305,30.501001,0.364857
30.501417,0.31034,30.501627,0.364437
30.502043,0.310978,30.502251,0.365437
30.502666,0.311098,30.502874,0.365818
30.503292,0.310089,30.5035,0.36538
30.503916,0.309419,30.504124,0.366282
30.504541,0.308814,30.504749,0.365806
30.505165,0.308499,30.505373,0.36566
30.505789,0.308906,30.505999,0.36673
30.506414,0.309146,30.506622,0.366969
30.507038,0.309035,30.507248,0.36816
30.507664,0.309633,30.507872,0.368556
30.508287,0.310159,30.508495,0.368442
30.508913,0.311925,30.509121,0.368442
30.509537,0.31225,30.509745,0.369653
30.510162,0.311084,30.51037,0.369543
30.510786,0.310519,30.510994,0.369265
30.51141,0.309995,30.51162,0.368974
30.512035,0.309067,30.512243,0.368345
30.512659,0.309503,30.512867,0.368467
30.513285,0.309841,30.513493,0.368132
30.513908,0.310306,30.514116,0.367056
30.514534,0.310081,30.514742,0.367014
30.515158,0.310297,30.515366,0.366601
30.515783,0.311116,30.515991,0.366895
30.516407,0.31118,30.516615,0.366789
30.517031,0.310762,30.517241,0.365546
30.517656,0.310652,30.517864,0.365568
30.51828,0.310284,30.518488,0.364495
30.518906,0.309451,30.519114,0.363771
30.519529,0.308641,30.519737,0.363758
30.520155,0.307961,30.520363,0.363477
30.520779,0.308214,30.520987,0.364212
30.521402,0.308063,30.521612,0.363676
30.522028,0.307653,30.522236,0.363267
30.522652,0.307812,30.522861,0.363378
30.523277,0.308181,30.523485,0.362671
30.523901,0.307447,30.524109,0.363137
30.524527,0.307921,30.524734,0.362852
30.52515,0.307575,30.525358,0.362363
30.525776,0.307828,30.525984,0.361395
30.5264,0.307445,30.526608,0.360961
30.527023,0.307035,30.527233,0.360602
30.527649,0.307172,30.527857,0.360989
30.528273,0.307247,30.528482,0.361228
30.528898,0.306134,30.529106,0.361355
30.529522,0.306788,30.52973,0.361466
30.530148,0.307518,30.530355,0.361726
30.530771,0.308916,30.530979,0.361357
30.531397,0.309287,30.531605,0.361503
30.532021,0.308938,30.532228,0.361789
30.532644,0.309233,30.532854,0.362325
30.53327,0.309308,30.533478,0.36252
30.533894,0.310027,30.534103,0.362467
30.534519,0.311646,30.534727,0.363301
30.535143,0.310718,30.535351,0.36368
30.535769,0.311119,30.535976,0.364363
30.536392,0.311506,30.5366,0.365071
30.537018,0.311606,30.537226,0.364585
30.537642,0.311048,30.537849,0.364565
30.538265,0.310627,30.538475,0.364373
30.538891,0.309705,30.539099,0.364029
30.539515,0.309642,30.539724,0.363997
30.54014,0.308837,30.540348,0.363789
30.540764,0.309166,30.540972,0.362429
30.541389,0.309777,30.541597,0.362447
30.542013,0.310112,30.542221,0.362382
30.542637,0.310654,30.542847,0.362736
30.543262,0.311145,30.54347,0.363056
30.543886,0.309724,30.544096,0.363267
30.544512,0.310215,30.54472,0.362741
30.545135,0.309795,30.545343,0.362924
30.545761,0.31086,30.545969,0.362348
30.546385,0.311309,30.546593,0.361341
30.54701,0.310699,30.547218,0.360609
30.547634,0.310922,30.547842,0.359911
30.548258,0.311235,30.548468,0.361231
30.548883,0.310028,30.549091,0.360731
30.549507,0.310339,30.549717,0.361731
30.550133,0.311131,30.550341,0.361764
30.550756,0.311573,30.550964,0.36349
30.551382,0.311876,30.55159,0.363609
30.552006,0.311208,30.552214,0.362941
30.552631,0.310345,30.552839,0.363048
30.553255,0.310022,30.553463,0.363699
30.553879,0.310912,30.554089,0.363788
30.554504,0.309896,30.554712,0.364572
30.555128,0.310179,30.555338,0.364241
30.555754,0.310171,30.555962,0.364709
30.556377,0.310307,30.556585,0.364713
30.557003,0.31046,30.557211,0.36518
30.557627,0.310018,30.557835,0.365883
30.558252,0.310102,30.55846,0.366626
30.558876,0.310198,30.559084,0.366881
30.5595,0.310734,30.55971,0.366072
30.560125,0.311037,30.560333,0.365742
30.560749,0.310649,30.560959,0.365754
30.561375,0.310213,30.561583,0.366542
30.561998,0.310093,30.562206,0.365994
30.562624,0.310023,30.562832,0.365159
30.563248,0.31023,30.563456,0.364895
30.563871,0.310785,30.564081,0.364486
30.564497,0.311005,30.564705,0.364554
30.565121,0.310401,30.565331,0.363934
30.565746,0.30953,30.565954,0.364423
30.56637,0.310503,30.56658,0.363838
30.566996,0.311116,30.567204,0.363418
30.567619,0.310714,30.567827,0.362096
30.568245,0.310072,30.568453,0.361757
30.568869,0.310165,30.569077,0.360769
30.569492,0.311083,30.569702,0.360241
30.570118,0.311172,30.570326,0.360993
30.570742,0.311085,30.570951,0.360981
30.571367,0.31114,30.571575,0.361255
30.571991,0.311396,30.572199,0.362417
30.572617,0.311212,30.572824,0.362526
30.57324,0.311036,30.573448,0.362151
30.573866,0.310687,30.574074,0.362515
30.57449,0.310329,30.574697,0.362444
30.575113,0.310683,30.575323,0.362499
30.575739,0.310124,30.575947,0.362745
30.576363,0.309449,30.576572,0.362798
30.576988,0.308946,30.577196,0.363444
30.577612,0.308652,30.57782,0.364233
30.578238,0.309166,30.578445,0.364644
30.578861,0.309199,30.579069,0.365255
30.579485,0.308903,30.579695,0.364208
30.580111,0.308631,30.580318,0.364116
30.580734,0.308928,30.580944,0.364646
30.58136,0.308632,30.581568,0.365689
30.581984,0.308759,30.582193,0.364992
30.582609,0.30841,30.582817,0.365457
30.583233,0.309296,30.583441,0.366189
30.583858,0.31052,30.584066,0.366743
30.584482,0.311175,30.58469,0.366192
30.585106,0.310803,30.585316,0.366035
30.585732,0.310614,30.585939,0.365379
30.586355,0.311126,30.586565,0.365572
30.586981,0.310944,30.587189,0.365119
30.587605,0.311103,30.587814,0.364935
30.58823,0.311456,30.588438,0.36508
30.588854,0.31215,30.589062,0.364902
30.589479,0.311984,30.589687,0.364684
30.590103,0.311654,30.590311,0.36404
30.590727,0.310345,30.590937,0.363841
30.591352,0.311164,30.59156,0.364231
30.591976,0.310645,30.592186,0.364623
30.592602,0.310227,30.59281,0.36437
30.593225,0.310706,30.593435,0.364186
30.593851,0.31072,30.594059,0.364464
30.594475,0.310369,30.594683,0.364394
30.5951,0.308987,30.595308,0.363831
30.595724,0.307873,30.595932,0.363206
30.596348,0.307545,30.596558,0.363836
30.596973,0.306984,30.597181,0.363379
30.597597,0.306404,30.597807,0.363173
30.598223,0.304947,30.598431,0.362821
30.598846,0.304458,30.599054,0.362485
30.599472,0.304725,30.59968,0.36229
30.600096,0.305237,30.600304,0.362799
30.600719,0.305091,30.600929,0.363621
30.601345,0.305435,30.601553,0.362676
30.601969,0.305934,30.602179,0.362651
30.602594,0.305321,30.602802,0.363745
30.603218,0.304805,30.603428,0.363317
30.603844,0.304826,30.604052,0.363589
30.604467,0.30486,30.604675,0.363646
30.605093,0.304434,30.605301,0.362428
30.605717,0.304805,30.605925,0.362177
30.60634,0.304738,30.60655,0.36192
30.606966,0.304453,30.607174,0.361795
30.60759,0.303844,30.6078,0.36254
30.608215,0.303866,30.608423,0.362013
30.608839,0.303262,30.609049,0.361611
30.609465,0.30244,30.609673,0.361529
30.610088,0.302143,30.610296,0.36112
30.610714,0.301878,30.610922,0.360793
30.611338,0.30188,30.611546,0.362576
30.611961,0.301154,30.612171,0.362491
30.612587,0.300194,30.612795,0.361528
30.613211,0.2992,30.61342,0.361649
30.613836,0.298545,30.614044,0.36148
30.61446,0.298245,30.61467,0.36104
30.615086,0.297626,30.615294,0.361333
30.615709,0.297575,30.615917,0.36092
30.616335,0.297272,30.616543,0.360179
30.616959,0.297519,30.617167,0.360118
30.617582,0.297741,30.617792,0.360582
30.618208,0.297612,30.618416,0.36022
30.618832,0.297263,30.619041,0.360542
30.619457,0.29664,30.619665,0.360762
30.620081,0.296568,30.620291,0.359883
30.620707,0.296803,30.620914,0.360108
30.62133,0.297509,30.621538,0.359096
30.621954,0.298321,30.622164,0.359098
30.62258,0.298589,30.622787,0.359908
30.623203,0.299127,30.623413,0.359125
30.623829,0.299282,30.624037,0.358296
30.624453,0.29805,30.624662,0.359284
30.625078,0.297425,30.625286,0.359785
30.625702,0.297573,30.625912,0.3602
30.626328,0.298293,30.626535,0.359594
30.626951,0.298647,30.627159,0.359537
30.627575,0.298664,30.627785,0.358904
30.628201,0.298664,30.628408,0.358958
30.628824,0.298346,30.629034,0.359273
30.62945,0.299253,30.629658,0.360103
30.630074,0.300314,30.630283,0.361085
30.630699,0.300041,30.630907,0.362563
30.631323,0.299461,30.631531,0.363275
30.631948,0.298532,30.632156,0.36388
30.632572,0.297737,30.63278,0.364476
30.633196,0.296979,30.633406,0.363482
30.633821,0.29691,30.634029,0.362505
30.634445,0.29707,30.634655,0.36278
30.635071,0.29691,30.635279,0.361462
30.635695,0.296939,30.635904,0.361722
30.63632,0.297818,30.636528,0.36171
30.636944,0.297664,30.637152,0.360961
30.637568,0.297972,30.637777,0.360618
30.638193,0.298056,30.638401,0.361148
30.638817,0.298856,30.639027,0.361068
30.639442,0.298232,30.63965,0.361528
30.640066,0.298195,30.640276,0.362681
30.640692,0.297807,30.6409,0.362473
30.641315,0.297519,30.641525,0.362035
30.641941,0.297525,30.642149,0.362856
30.642565,0.297244,30.642773,0.362166
30.643188,0.297372,30.643398,0.361642
30.643814,0.297831,30.644022,0.361817
30.644438,0.298321,30.644648,0.361918
30.645063,0.298858,30.645271,0.361938
30.645687,0.299031,30.645897,0.36197
30.646313,0.299038,30.646521,0.361616
30.646936,0.299089,30.647146,0.361743
30.647562,0.299621,30.64777,0.362389
30.648186,0.299136,30.648394,0.362876
30.648809,0.299143,30.649019,0.362551
30.649435,0.298965,30.649643,0.363032
30.650059,0.298671,30.650269,0.363891
30.650684,0.297836,30.650892,0.364919
30.651308,0.298097,30.651518,0.366071
30.651934,0.29797,30.652142,0.365663
30.652557,0.297031,30.652767,0.366397
30.653183,0.297011,30.653391,0.367152
30.653807,0.296578,30.654015,0.3663
30.65443,0.295512,30.65464,0.366602
30.655056,0.296157,30.655264,0.367519
30.65568,0.296349,30.65589,0.367711
30.656305,0.296034,30.656513,0.366709
30.656929,0.295672,30.657139,0.367033
30.657555,0.295048,30.657763,0.368725
30.658178,0.295169,30.658386,0.36904
30.658802,0.295872,30.659012,0.368897
30.659428,0.295711,30.659636,0.368789
30.660051,0.295501,30.660261,0.368182
30.660677,0.295391,30.660885,0.368138
30.661301,0.295106,30.66151,0.368471
30.661926,0.295579,30.662134,0.367463
30.66255,0.295842,30.66276,0.367222
30.663176,0.295719,30.663383,0.366232
30.663799,0.296199,30.664007,0.365433
30.664423,0.297011,30.664633,0.365739
30.665049,0.297382,30.665257,0.365741
30.665672,0.297214,30.665882,0.365517
30.666298,0.296903,30.666506,0.366397
30.666922,0.296654,30.667131,0.36649
30.667547,0.295606,30.667755,0.366487
30.668171,0.295049,30.668381,0.367552
30.668797,0.295166,30.669004,0.367819
30.66942,0.295324,30.669628,0.367498
30.670044,0.295221,30.670254,0.367497
30.67067,0.295171,30.670877,0.367453
30.671293,0.295295,30.671503,0.367082
30.671919,0.29593,30.672127,0.367244
30.672543,0.295869,30.672752,0.367421
30.673168,0.295536,30.673376,0.367718
30.673792,0.296094,30.674002,0.367997
30.674417,0.296929,30.674625,0.367358
30.675041,0.297325,30.675249,0.367502
30.675665,0.297292,30.675875,0.366498
30.676291,0.296881,30.676498,0.366245
30.676914,0.296828,30.677124,0.366495
30.67754,0.297402,30.677748,0.366699
30.678164,0.297571,30.678373,0.366496
30.678789,0.297505,30.678997,0.365952
30.679413,0.297508,30.679623,0.365878
30.680037,0.297037,30.680246,0.365998
30.680662,0.297035,30.68087,0.366466
30.681286,0.297851,30.681496,0.365247
30.681911,0.298438,30.682119,0.365147
30.682535,0.298357,30.682745,0.364594
30.683161,0.298545,30.683369,0.364704
30.683784,0.298669,30.683994,0.366241
30.68441,0.297916,30.684618,0.36677
30.685034,0.297625,30.685244,0.367468
30.685658,0.298034,30.685867,0.366812
30.686283,0.298287,30.686491,0.366449
30.686907,0.299152,30.687117,0.366468
30.687532,0.300213,30.68774,0.367946
30.688156,0.300734,30.688366,0.367878
30.688782,0.301119,30.68899,0.367104
30.689405,0.301538,30.689615,0.367062
30.690031,0.301204,30.690239,0.367279
30.690655,0.30133,30.690863,0.367032
30.691278,0.301371,30.691488,0.366931
30.691904,0.300351,30.692112,0.366739
30.692528,0.299671,30.692738,0.367122
30.693153,0.299729,30.693361,0.367465
30.693777,0.299722,30.693987,0.367668
30.694403,0.300167,30.694611,0.368122
30.695026,0.3001,30.695236,0.368958
30.69565,0.299679,30.69586,0.370361
30.696276,0.299061,30.696484,0.370772
30.696899,0.29911,30.697109,0.371082
30.697525,0.299445,30.697733,0.371251
30.698149,0.299455,30.698359,0.371156
30.698774,0.300669,30.698982,0.372239
30.699398,0.300916,30.699608,0.372511
30.700024,0.300076,30.700232,0.372547
30.700647,0.300433,30.700857,0.372551
30.701271,0.300379,30.701481,0.372932
30.701897,0.300293,30.702105,0.372858
30.70252,0.300774,30.70273,0.373048
30.703146,0.300317,30.703354,0.373623
30.70377,0.300515,30.703979,0.373652
30.704395,0.300142,30.704603,0.373202
30.705019,0.299947,30.705229,0.373172
30.705645,0.299859,30.705853,0.373942
30.706268,0.30002,30.706478,0.374331
30.706892,0.299909,30.707102,0.374923
30.707518,0.299816,30.707726,0.376135
30.708141,0.299454,30.708351,0.376493
30.708767,0.298565,30.708975,0.376661
30.709391,0.298116,30.7096,0.377478
30.710016,0.298217,30.710224,0.377504
30.71064,0.297999,30.71085,0.377302
30.711266,0.298787,30.711473,0.377347
30.711889,0.298284,30.712099,0.376808
30.712513,0.297897,30.712723,0.377553
30.713139,0.297874,30.713346,0.377389
30.713762,0.297527,30.713972,0.377448
30.714388,0.297042,30.714596,0.377072
30.715012,0.296664,30.715221,0.376569
30.715637,0.297083,30.715845,0.376053
30.716261,0.297595,30.716471,0.376142
30.716885,0.298189,30.717094,0.375275
30.71751,0.297925,30.717718,0.373893
30.718134,0.296938,30.718344,0.37324
30.71876,0.296697,30.718967,0.37329
30.719383,0.296759,30.719593,0.372788
30.720009,0.297085,30.720217,0.372938
30.720633,0.296886,30.720842,0.373304
30.721258,0.296471,30.721466,0.373128
30.721882,0.296686,30.722092,0.37384
30.722506,0.297366,30.722715,0.374152
30.723131,0.298245,30.723339,0.374272
30.723755,0.298732,30.723965,0.373438
30.72438,0.298405,30.724588,0.372765
30.725004,0.298351,30.725214,0.372448
30.72563,0.298194,30.725838,0.370912
30.726254,0.297701,30.726463,0.370712
30.726879,0.297489,30.727087,0.369351
30.727503,0.29735,30.727713,0.370171
30.728127,0.297715,30.728336,0.36962
30.728752,0.298018,30.72896,0.369134
30.729376,0.298024,30.729586,0.369172
30.730001,0.297807,30.730209,0.367518
30.730625,0.297429,30.730835,0.366523
30.731251,0.29749,30.731459,0.366628
30.731874,0.29714,30.732084,0.366261
30.7325,0.297022,30.732708,0.365294
30.733124,0.297871,30.733334,0.365231
30.733747,0.298113,30.733957,0.364896
30.734373,0.298375,30.734581,0.364446
30.734997,0.298546,30.735207,0.364552
30.735622,0.299054,30.73583,0.364378
30.736246,0.299328,30.736456,0.363224
30.736872,0.298959,30.73708,0.363203
30.737495,0.298409,30.737705,0.363376
30.738119,0.298445,30.738329,0.363506
30.738745,0.299159,30.738955,0.362451
30.739368,0.299617,30.739578,0.362869
30.739994,0.300488,30.740202,0.361769
30.740618,0.30093,30.740828,0.361256
30.741243,0.300661,30.741451,0.361277
30.741867,0.301434,30.742077,0.360745
30.742493,0.302287,30.742701,0.360838
30.743116,0.302637,30.743326,0.360933
30.74374,0.302685,30.74395,0.360861
30.744366,0.302871,30.744574,0.360639
30.744989,0.303361,30.745199,0.360337
30.745615,0.303418,30.745823,0.361257
30.746239,0.303501,30.746449,0.361581
30.746864,0.304105,30.747072,0.361362
30.747488,0.303901,30.747698,0.36165
30.748114,0.303199,30.748322,0.362611
30.748737,0.303024,30.748947,0.363874
30.749361,0.303393,30.749571,0.364185
30.749987,0.30284,30.750195,0.363413
30.75061,0.302616,30.75082,0.363103
30.751236,0.302739,30.751444,0.362943
30.75186,0.30308,30.752069,0.362521
30.752485,0.303964,30.752693,0.362589
30.753109,0.304143,30.753319,0.362633
30.753733,0.305017,30.753942,0.362291
30.754358,0.305432,30.754568,0.362338
30.754982,0.30597,30.755192,0.362362
30.755608,0.306327,30.755816,0.36249
30.756231,0.30674,30.756441,0.362109
30.756857,0.307426,30.757065,0.363291
30.757481,0.307542,30.75769,0.363804
30.758106,0.308317,30.758314,0.36377
30.75873,0.30938,30.75894,0.362898
30.759354,0.309062,30.759563,0.362814
30.759979,0.308721,30.760189,0.363184
30.760603,0.309085,30.760813,0.362665
30.761229,0.308903,30.761436,0.363611
30.761852,0.308638,30.762062,0.36422
30.762478,0.308753,30.762686,0.365135
30.763102,0.309016,30.763311,0.366195
30.763727,0.309508,30.763935,0.367084
30.764351,0.309674,30.764561,0.367782
30.764975,0.309567,30.765184,0.367908
30.7656,0.309384,30.76581,0.367953
30.766224,0.31033,30.766434,0.367592
30.76685,0.31117,30.767057,0.366937
30.767473,0.311536,30.767683,0.366901
30.768099,0.312242,30.768307,0.366604
30.768723,0.312755,30.768932,0.366341
30.769348,0.313114,30.769556,0.366088
30.769972,0.313606,30.770182,0.366498
30.770596,0.314174,30.770805,0.365423
30.771221,0.314172,30.771431,0.366243
30.771845,0.313858,30.772055,0.366525
30.77247,0.314094,30.772678,0.367329
30.773094,0.313751,30.773304,0.367391
30.77372,0.312976,30.773928,0.366756
30.774343,0.312938,30.774553,0.366633
30.774967,0.313389,30.775177,0.366622
30.775593,0.31412,30.775803,0.366158
30.776217,0.314165,30.776426,0.36636
30.776842,0.313845,30.77705,0.365791
30.777466,0.313887,30.777676,0.365791
30.778091,0.313411,30.778299,0.365099
30.778715,0.312967,30.778925,0.364201
30.779341,0.313581,30.779549,0.364661
30.779964,0.314538,30.780174,0.365211
30.780588,0.315551,30.780798,0.365902
30.781214,0.316605,30.781424,0.36667
30.781837,0.31695,30.782047,0.366406
30.782463,0.316617,30.782671,0.366656
30.783087,0.316881,30.783297,0.36707
30.783712,0.31671,30.78392,0.366161
30.784336,0.31639,30.784546,0.366074
30.784962,0.315611,30.78517,0.366534
30.785585,0.314791,30.785795,0.366546
30.786209,0.314217,30.786419,0.366657
30.786835,0.313637,30.787045,0.366744
30.787458,0.313558,30.787668,0.367562
30.788084,0.313242,30.788292,0.367261
30.788708,0.313602,30.788918,0.367193
30.789333,0.313784,30.789541,0.367175
30.789957,0.313524,30.790167,0.367296
30.790583,0.313596,30.790791,0.367365
30.791206,0.313666,30.791416,0.367549
30.79183,0.313589,30.79204,0.367659
30.792456,0.313843,30.792665,0.367848
30.793079,0.314046,30.793289,0.368249
30.793705,0.31416,30.793913,0.366934
30.794329,0.31427,30.794538,0.365805
30.794954,0.31431,30.795162,0.365515
30.795578,0.314219,30.795788,0.364594
30.796202,0.314296,30.796412,0.364393
30.796827,0.314833,30.797037,0.363968
30.797451,0.315115,30.797661,0.364435
30.798077,0.314276,30.798286,0.365353
30.7987,0.313431,30.79891,0.365848
30.799326,0.312435,30.799534,0.366152
30.79995,0.311592,30.800159,0.366102
30.800575,0.311011,30.800783,0.366333
30.801199,0.310433,30.801409,0.366376
30.801823,0.30988,30.802032,0.366754
30.802448,0.309301,30.802658,0.366617
30.803072,0.308755,30.803282,0.366476
30.803698,0.308292,30.803905,0.36628
30.804321,0.308409,30.804531,0.366247
30.804947,0.308135,30.805155,0.366739
30.805571,0.308083,30.80578,0.367305
30.806196,0.308203,30.806404,0.367156
30.80682,0.307524,30.80703,0.367019
30.807444,0.306882,30.807653,0.36798
30.808069,0.307034,30.808279,0.368775
30.808693,0.307878,30.808903,0.368644
30.809319,0.308031,30.809526,0.369328
30.809942,0.307397,30.810152,0.369089
30.810568,0.307071,30.810776,0.368189
30.811192,0.306948,30.811401,0.368078
30.811815,0.306069,30.812025,0.368321
30.812441,0.305212,30.812651,0.368341
30.813065,0.304793,30.813274,0.36886
30.81369,0.304234,30.8139,0.369227
30.814314,0.303833,30.814524,0.368768
30.814939,0.30377,30.815147,0.369442
30.815563,0.303599,30.815773,0.370316
30.816189,0.303797,30.816397,0.371233
30.816813,0.304601,30.817022,0.371891
30.817436,0.305751,30.817646,0.372524
30.818062,0.306023,30.818272,0.373101
30.818686,0.305782,30.818895,0.373445
30.819311,0.306037,30.819521,0.373925
30.819935,0.30627,30.820145,0.374759
30.82056,0.30627,30.820768,0.375237
30.821184,0.305973,30.821394,0.375522
30.82181,0.305828,30.822018,0.375575
30.822433,0.306144,30.822643,0.375508
30.823057,0.306621,30.823267,0.376576
30.823683,0.307002,30.823893,0.37749
30.824306,0.307339,30.824516,0.378185
30.824932,0.307108,30.825142,0.379146
30.825556,0.306695,30.825766,0.379705
30.826181,0.306198,30.826389,0.380294
30.826805,0.305614,30.827015,0.380978
